paperId,referenceId,year
000cd7ac3435007cca292fc8f1bac86b7a066467-1,006707fad29166a3426fbb654d842c6d9292a771,2023
000cd7ac3435007cca292fc8f1bac86b7a066467-2,0014e3f6909edbbf8e4d417baf2b991ffbc2909e,2021
000cd7ac3435007cca292fc8f1bac86b7a066467-2,00bb7f29057d30892f84cc01a96301b688fcdef8,2019
000cd7ac3435007cca292fc8f1bac86b7a066467-2,008f51c5a995cf3d19bdcf2c7bb01648774daafb,2019
000cd7ac3435007cca292fc8f1bac86b7a066467-3,005783454d128bc45ab86000efc78d5676ece1b1,2020
0014e3f6909edbbf8e4d417baf2b991ffbc2909e-1,0101bef3602965eb124803564e37141cff2333ea,2022
0014e3f6909edbbf8e4d417baf2b991ffbc2909e-1,001842ba6c880608a573eeeb2ccd38e9a8ba8281,2020
0014e3f6909edbbf8e4d417baf2b991ffbc2909e-1,00ba98cf43f53a8e9e61b8895a7ca302900e6d7e,2023
0014e3f6909edbbf8e4d417baf2b991ffbc2909e-2,00b6e7863d9ea0c81b2d5f61d019c32fc3456bc6,2022
0014e3f6909edbbf8e4d417baf2b991ffbc2909e-3,011341dc87edea1fdc9aafe7020e8896fb9672b8,2019
0014e3f6909edbbf8e4d417baf2b991ffbc2909e-3,00616d3f2033c39831e6274b000dba93e7173e8c,2020
0014e3f6909edbbf8e4d417baf2b991ffbc2909e-3,0101bef3602965eb124803564e37141cff2333ea,2023
0014e3f6909edbbf8e4d417baf2b991ffbc2909e-4,00296433175f54b52d49cb21f57ab608afe2d1bf,2023
0014e3f6909edbbf8e4d417baf2b991ffbc2909e-4,00672bec9dd0e755f9c375f912c0f1c3918a6b74,2022
001533bcbe30802b9a37d8f9f22a083ccef516b4-1,0067258937f69e4cc4371a924134189074be8d93,2022
001533bcbe30802b9a37d8f9f22a083ccef516b4-1,009bce9910153fbd8729954c24c64cf7ee0f7c1b,2023
001533bcbe30802b9a37d8f9f22a083ccef516b4-2,01195a0ceb2ca420405c96ebcabc7718c1e78ac8,2019
001533bcbe30802b9a37d8f9f22a083ccef516b4-2,00dc5c4cb64d6bd66ba091b2bdbd7baa189a3ced,2021
001533bcbe30802b9a37d8f9f22a083ccef516b4-2,0000d36f99f61d6768e7c21c46ce4350b41a6a89,2022
0018e888e83bfd993bc49455a8787577ab28a19c-1,0006b5336a56fa671de83fddc17d7165e1a0d637,2021
0018e888e83bfd993bc49455a8787577ab28a19c-1,005ad8621bb9672af1ac43500a5143d9d3f2db3e,2023
0018e888e83bfd993bc49455a8787577ab28a19c-2,0059adaaa42b647f4810d651fee0d7c5e5f60eaa,2019
0018e888e83bfd993bc49455a8787577ab28a19c-2,00c563820989ba36393a889743a97bcedf47dcd2,2022
0018e888e83bfd993bc49455a8787577ab28a19c-3,0042b16cba12db67855b603c261199b70067c69a,2023
0018e888e83bfd993bc49455a8787577ab28a19c-3,002050388cdb39d6413ce48230496e8ccc08df04,2022
001c15accd39827ecf9838d496b7e44e9f890ee7-1,0085bc8aa185ebb0fb18f55cc197c8d98232445d,2023
001c15accd39827ecf9838d496b7e44e9f890ee7-1,00b42b3d8e4417399b06d547f4c46030f332c9be,2022
001c15accd39827ecf9838d496b7e44e9f890ee7-2,008f1cca4c576b11d42c9a4cba236c834e451523,2022
001c15accd39827ecf9838d496b7e44e9f890ee7-2,0067258937f69e4cc4371a924134189074be8d93,2022
001c15accd39827ecf9838d496b7e44e9f890ee7-2,008a0971b86645137102eebd63f8901638bf983c,2020
001c15accd39827ecf9838d496b7e44e9f890ee7-3,00fcd279bc6e702cfa72bf98c381242b25fd1734,2021
001c15accd39827ecf9838d496b7e44e9f890ee7-3,007617660cc0d33741a6b6603da6a1844714cbdf,2022
001c15accd39827ecf9838d496b7e44e9f890ee7-4,001533bcbe30802b9a37d8f9f22a083ccef516b4,2021
001c15accd39827ecf9838d496b7e44e9f890ee7-4,0125abc6b5f4b4e1c9b87c4735fc8313c0600c88,2021
001c15accd39827ecf9838d496b7e44e9f890ee7-5,00f189133a8c64e5d197ef37092257463f8a2e8b,2020
001c15accd39827ecf9838d496b7e44e9f890ee7-5,00975a7f3bc8bfb0a694117c07ccb7324333014f,2021
001c15accd39827ecf9838d496b7e44e9f890ee7-5,01383cf064a9963054b5416c04cc421100656892,2020
001ca235cae845677c82167c21cbfa9eabddbfbc-1,00a0914dcd260804109cc05aef17830c371a1f27,2021
001ca235cae845677c82167c21cbfa9eabddbfbc-2,00e346f93fe1eda00ce990a13a8ea8ba66bfc37b,2021
001ca235cae845677c82167c21cbfa9eabddbfbc-3,0034c34af6a12c058c8ef12136758c8ee4d2f945,2022
001ca235cae845677c82167c21cbfa9eabddbfbc-4,008a06b6d99f30957947c2b0acf8f043db23fd75,2023
001ca235cae845677c82167c21cbfa9eabddbfbc-4,00240aaeb57dba9886d1a695176c97a17ad97885,2021
001ca235cae845677c82167c21cbfa9eabddbfbc-4,00656f8d0bef8ec30a14212dbea3f394a7112e94,2020
001ca235cae845677c82167c21cbfa9eabddbfbc-5,00a0914dcd260804109cc05aef17830c371a1f27,2023
001ca235cae845677c82167c21cbfa9eabddbfbc-6,00d669ea812b93429bb59d00e3cbedee42d4efb1,2022
001ca235cae845677c82167c21cbfa9eabddbfbc-6,001ca235cae845677c82167c21cbfa9eabddbfbc,2021
001ca235cae845677c82167c21cbfa9eabddbfbc-7,00d76f20f303c6829e23a4a9bfb9af4af3871c0c,2023
001ca235cae845677c82167c21cbfa9eabddbfbc-8,005ad8621bb9672af1ac43500a5143d9d3f2db3e,2019
001fed0e97d344c3aa563c704356099a05111949-1,008a0971b86645137102eebd63f8901638bf983c,2023
001fed0e97d344c3aa563c704356099a05111949-1,011341dc87edea1fdc9aafe7020e8896fb9672b8,2021
001fed0e97d344c3aa563c704356099a05111949-1,0000d36f99f61d6768e7c21c46ce4350b41a6a89,2020
001fed0e97d344c3aa563c704356099a05111949-2,01458da3d3902e6ccd4b8af92cd22553596da923,2021
001fed0e97d344c3aa563c704356099a05111949-2,00c5cf4399df8efa1179915c36088a99eb26f281,2023
001fed0e97d344c3aa563c704356099a05111949-3,000bf014a71283e739b3288783e0572dd4de7301,2021
001fed0e97d344c3aa563c704356099a05111949-4,00e2b0f9bcdfa52fbf68a959f9daa8a5ba23bba8,2020
001fed0e97d344c3aa563c704356099a05111949-4,00811cc3b808295db2c7a184c2a8da1d66d17e23,2021
001fed0e97d344c3aa563c704356099a05111949-4,0059adaaa42b647f4810d651fee0d7c5e5f60eaa,2021
00296433175f54b52d49cb21f57ab608afe2d1bf-1,0074abb724b0cec51d8ff51b73f41452fa3b156f,2019
00296433175f54b52d49cb21f57ab608afe2d1bf-1,00250fc7fe665bdb5af3e895a18d1c94db3a7c8e,2023
00296433175f54b52d49cb21f57ab608afe2d1bf-1,00b5f8d132c6223e130622b4136e1090e943f238,2020
00296433175f54b52d49cb21f57ab608afe2d1bf-2,00e422bdc76b82514d66675dcac8da0493352a8e,2023
00296433175f54b52d49cb21f57ab608afe2d1bf-2,009b13bb48af9d33dbeb961f044133c7c21cec89,2022
00296433175f54b52d49cb21f57ab608afe2d1bf-3,00d76f20f303c6829e23a4a9bfb9af4af3871c0c,2020
00296433175f54b52d49cb21f57ab608afe2d1bf-3,0014e3f6909edbbf8e4d417baf2b991ffbc2909e,2019
00296433175f54b52d49cb21f57ab608afe2d1bf-3,006bf046e6c27d882bae79688004c4c4f4781a0f,2021
002b5b830c6c7f312dd82cf936b6204bd4018de6-1,01195a0ceb2ca420405c96ebcabc7718c1e78ac8,2024
002b5b830c6c7f312dd82cf936b6204bd4018de6-2,011341dc87edea1fdc9aafe7020e8896fb9672b8,2023
002b5b830c6c7f312dd82cf936b6204bd4018de6-2,00975a7f3bc8bfb0a694117c07ccb7324333014f,2020
002b5b830c6c7f312dd82cf936b6204bd4018de6-3,0090fe788feb3d56ee9bb1aaf83d51de71d8d3e6,2021
002b5b830c6c7f312dd82cf936b6204bd4018de6-3,0042b16cba12db67855b603c261199b70067c69a,2022
002b5b830c6c7f312dd82cf936b6204bd4018de6-4,0055ac14fb41047107186e9174b2369e89f126b9,2023
002b5b830c6c7f312dd82cf936b6204bd4018de6-4,008f8eb8cfbada33bedbcf794e725606b5a3a3e7,2019
002b5b830c6c7f312dd82cf936b6204bd4018de6-5,0009c4975fcb502a4af0e53d46ec6255c13216a1,2024
002b5b830c6c7f312dd82cf936b6204bd4018de6-5,0075dfdbd25dce1fd545d2ece39476a3a6dee5da,2022
002b5b830c6c7f312dd82cf936b6204bd4018de6-6,00ada6a5c6607c63b7e060d040ddee120d5107ee,2020
002b5b830c6c7f312dd82cf936b6204bd4018de6-6,00cdd54e6cc5cb616df26a32d8e709b67de52739,2022
002ca9eeb8de246f430f8c5ea4b60c5b3165aeac-1,00314c680192fdf5e711e0d23c1f6d44cc89e65b,2023
002ca9eeb8de246f430f8c5ea4b60c5b3165aeac-1,0014e3f6909edbbf8e4d417baf2b991ffbc2909e,2021
002ca9eeb8de246f430f8c5ea4b60c5b3165aeac-2,011341dc87edea1fdc9aafe7020e8896fb9672b8,2023
002ca9eeb8de246f430f8c5ea4b60c5b3165aeac-2,00975a7f3bc8bfb0a694117c07ccb7324333014f,2022
002ca9eeb8de246f430f8c5ea4b60c5b3165aeac-2,001c15accd39827ecf9838d496b7e44e9f890ee7,2022
002ca9eeb8de246f430f8c5ea4b60c5b3165aeac-3,000cd7ac3435007cca292fc8f1bac86b7a066467,2020
002ca9eeb8de246f430f8c5ea4b60c5b3165aeac-3,0152f2ba5f4765a313e4e41f735a37fca52a2a59,2022
00016e315b39d20b69f041790573e2215f9eb028-1,0048334fea7c1d80dd9f2fde8da71775a13afce6,2020
00016e315b39d20b69f041790573e2215f9eb028-1,01322d3f7039eaed09ce4fa77dc4efb122e400a2,2020
00016e315b39d20b69f041790573e2215f9eb028-1,001bd1d8b04d5c20d9f4f4860146d43de445bc17,2021
00016e315b39d20b69f041790573e2215f9eb028-2,0019dbffc27ecda6e699a2a6a5d0861a478dd204,2019
00016e315b39d20b69f041790573e2215f9eb028-2,00616d3f2033c39831e6274b000dba93e7173e8c,2022
00016e315b39d20b69f041790573e2215f9eb028-3,0075dfdbd25dce1fd545d2ece39476a3a6dee5da,2019
00016e315b39d20b69f041790573e2215f9eb028-4,00c05c5f00a88ca00e8704c2ce2010ac0667a924,2023
00016e315b39d20b69f041790573e2215f9eb028-5,0006b5336a56fa671de83fddc17d7165e1a0d637,2021
00016e315b39d20b69f041790573e2215f9eb028-5,0018e888e83bfd993bc49455a8787577ab28a19c,2021
00016e315b39d20b69f041790573e2215f9eb028-5,00192a8dd9dd623047210e2bd23c87734cf65fe1,2023
0004bfb2afc73e755c6c4987225907472da966d1-1,00192a8dd9dd623047210e2bd23c87734cf65fe1,2023
0004bfb2afc73e755c6c4987225907472da966d1-1,000bf014a71283e739b3288783e0572dd4de7301,2019
0004bfb2afc73e755c6c4987225907472da966d1-1,00967c22396abfb895868323ab720c28b837b4be,2022
0004bfb2afc73e755c6c4987225907472da966d1-2,006bf046e6c27d882bae79688004c4c4f4781a0f,2022
0004bfb2afc73e755c6c4987225907472da966d1-2,00e3e4cfdba66226403368edd30df8032c9802f0,2022
0004bfb2afc73e755c6c4987225907472da966d1-3,00ba98cf43f53a8e9e61b8895a7ca302900e6d7e,2023
0004bfb2afc73e755c6c4987225907472da966d1-4,0056e636953cb016836b2c05f43a3d1d4f19880b,2020
0004bfb2afc73e755c6c4987225907472da966d1-5,006609032b88eb4feaa63d1465fde5611156ca86,2023
000bf014a71283e739b3288783e0572dd4de7301-1,00ada6a5c6607c63b7e060d040ddee120d5107ee,2021
000bf014a71283e739b3288783e0572dd4de7301-1,009b13bb48af9d33dbeb961f044133c7c21cec89,2021
000bf014a71283e739b3288783e0572dd4de7301-1,009eb31338512d9ca6ffde4062f0443f94b61fd1,2020
000bf014a71283e739b3288783e0572dd4de7301-2,00768f59dc45c197f4329a4d6287423dca22cdbf,2022
000bf014a71283e739b3288783e0572dd4de7301-3,0083bf90c49c5f48d52ce309c4ddc7f4f9782b15,2019
000bf014a71283e739b3288783e0572dd4de7301-3,00c28df4baa4eea232026dafe8bf8cd800a9110a,2021
000bf014a71283e739b3288783e0572dd4de7301-3,00e7411e4c52e499e01bde5072eb07940d162ad7,2024
000bf014a71283e739b3288783e0572dd4de7301-4,0075dfdbd25dce1fd545d2ece39476a3a6dee5da,2020
000bf014a71283e739b3288783e0572dd4de7301-5,0085bc8aa185ebb0fb18f55cc197c8d98232445d,2019
0013693bccf244dad3d321558ac7986bc0230db9-1,00e346f93fe1eda00ce990a13a8ea8ba66bfc37b,2020
0013693bccf244dad3d321558ac7986bc0230db9-1,005073ef6077877fedb41002cb9273f1b08b7b09,2019
0013693bccf244dad3d321558ac7986bc0230db9-1,00bcec142c7d49ba269f65ba1463e2e226fdf545,2020
0013693bccf244dad3d321558ac7986bc0230db9-2,0088aea75b76d7ecd3fa9680ebe778e271c4efcb,2019
0013693bccf244dad3d321558ac7986bc0230db9-2,00e3c0110f4d65897ec9e805a4429f4aa03cc6fe,2023
0013693bccf244dad3d321558ac7986bc0230db9-2,000f945179e9ffc0ad20fe695bcc992066d6d072,2019
0013693bccf244dad3d321558ac7986bc0230db9-3,0034c34af6a12c058c8ef12136758c8ee4d2f945,2020
0013693bccf244dad3d321558ac7986bc0230db9-3,00f189133a8c64e5d197ef37092257463f8a2e8b,2023
0013693bccf244dad3d321558ac7986bc0230db9-3,0134db5adf50c471906cbffa0d2f6a4fcbc0ae01,2020
0013693bccf244dad3d321558ac7986bc0230db9-4,001c15accd39827ecf9838d496b7e44e9f890ee7,2023
0013693bccf244dad3d321558ac7986bc0230db9-4,008f51c5a995cf3d19bdcf2c7bb01648774daafb,2023
0013693bccf244dad3d321558ac7986bc0230db9-4,00c39a8b3857f16fd59ebd91ed13d68a1aed4d8b,2023
001842ba6c880608a573eeeb2ccd38e9a8ba8281-1,007f1a6d948cfc4cd838131ab18fac51b01f5275,2022
001842ba6c880608a573eeeb2ccd38e9a8ba8281-2,002b5b830c6c7f312dd82cf936b6204bd4018de6,2021
001842ba6c880608a573eeeb2ccd38e9a8ba8281-2,0006b5336a56fa671de83fddc17d7165e1a0d637,2020
001842ba6c880608a573eeeb2ccd38e9a8ba8281-2,00fe7c7b31a1a83fbb38f605631f1d6e76f388a2,2023
001842ba6c880608a573eeeb2ccd38e9a8ba8281-3,0009c4975fcb502a4af0e53d46ec6255c13216a1,2023
001842ba6c880608a573eeeb2ccd38e9a8ba8281-4,0055ac14fb41047107186e9174b2369e89f126b9,2019
00196a9ef3e29d16a026e6fa69886e273c685cac-1,00ddb10417f77b54ea9ba38c35dcc3310a08aa34,2020
00196a9ef3e29d16a026e6fa69886e273c685cac-1,00240aaeb57dba9886d1a695176c97a17ad97885,2021
00196a9ef3e29d16a026e6fa69886e273c685cac-1,00250fc7fe665bdb5af3e895a18d1c94db3a7c8e,2021
00196a9ef3e29d16a026e6fa69886e273c685cac-2,00811cc3b808295db2c7a184c2a8da1d66d17e23,2020
00196a9ef3e29d16a026e6fa69886e273c685cac-2,00dc5c4cb64d6bd66ba091b2bdbd7baa189a3ced,2019
00196a9ef3e29d16a026e6fa69886e273c685cac-3,0034c34af6a12c058c8ef12136758c8ee4d2f945,2023
00196a9ef3e29d16a026e6fa69886e273c685cac-4,008f8eb8cfbada33bedbcf794e725606b5a3a3e7,2024
00196a9ef3e29d16a026e6fa69886e273c685cac-5,003d912198ad1a718a84e430d47f6c513bb4df92,2022
0019b23a39d2268d967292b158b9e723d7c5eb58-1,00296433175f54b52d49cb21f57ab608afe2d1bf,2023
0019b23a39d2268d967292b158b9e723d7c5eb58-1,00d76f20f303c6829e23a4a9bfb9af4af3871c0c,2021
0019b23a39d2268d967292b158b9e723d7c5eb58-2,0092c1083e4fb679b288686d1dc8c9d83efef9bc,2019
0019b23a39d2268d967292b158b9e723d7c5eb58-3,00e70c97afd1af0b70e1fc6480d05a9d55a75413,2020
0019b23a39d2268d967292b158b9e723d7c5eb58-3,00b9b9bf5b07d6af71bef29c48a35b948cc12255,2021
0019b23a39d2268d967292b158b9e723d7c5eb58-3,0004bfb2afc73e755c6c4987225907472da966d1,2023
0019b23a39d2268d967292b158b9e723d7c5eb58-4,0083bf90c49c5f48d52ce309c4ddc7f4f9782b15,2020
0019dbffc27ecda6e699a2a6a5d0861a478dd204-1,002ca9eeb8de246f430f8c5ea4b60c5b3165aeac,2022
0019dbffc27ecda6e699a2a6a5d0861a478dd204-2,00bb7f29057d30892f84cc01a96301b688fcdef8,2023
0019dbffc27ecda6e699a2a6a5d0861a478dd204-2,00296433175f54b52d49cb21f57ab608afe2d1bf,2020
0019dbffc27ecda6e699a2a6a5d0861a478dd204-3,0047798ed5bbb87084440d31345ae318e1e3a1b4,2022
0019dbffc27ecda6e699a2a6a5d0861a478dd204-3,003d1994ad51db685cdb7f98063edb3a53816bb7,2020
0019dbffc27ecda6e699a2a6a5d0861a478dd204-3,0039e77f1a6de8f375b9c57417201957471ea121,2023
0019dbffc27ecda6e699a2a6a5d0861a478dd204-4,007617660cc0d33741a6b6603da6a1844714cbdf,2021
0019dbffc27ecda6e699a2a6a5d0861a478dd204-5,01195a0ceb2ca420405c96ebcabc7718c1e78ac8,2020
0019dbffc27ecda6e699a2a6a5d0861a478dd204-5,00b6e7863d9ea0c81b2d5f61d019c32fc3456bc6,2020
0019dbffc27ecda6e699a2a6a5d0861a478dd204-6,0006b5336a56fa671de83fddc17d7165e1a0d637,2022
0019dbffc27ecda6e699a2a6a5d0861a478dd204-6,0091346f761e451761f48eadd304bd3fb8a4126e,2023
001bd1d8b04d5c20d9f4f4860146d43de445bc17-1,00ddb10417f77b54ea9ba38c35dcc3310a08aa34,2023
001bd1d8b04d5c20d9f4f4860146d43de445bc17-1,00d751c11cf2390626d051bcbda4a70cb9355a38,2020
001bd1d8b04d5c20d9f4f4860146d43de445bc17-1,00e3e4cfdba66226403368edd30df8032c9802f0,2019
001bd1d8b04d5c20d9f4f4860146d43de445bc17-2,00bc00b24b901559bb1cad66c4bf354808b1d923,2021
001bd1d8b04d5c20d9f4f4860146d43de445bc17-3,00cdd54e6cc5cb616df26a32d8e709b67de52739,2023
001bd1d8b04d5c20d9f4f4860146d43de445bc17-4,00f2dc9cd83b6730ff3c458b73d6c5507dcc36e4,2020
001bd1d8b04d5c20d9f4f4860146d43de445bc17-4,00b0779034bc13da8f4eb18ed3d0c3466d759b91,2020
001bd1d8b04d5c20d9f4f4860146d43de445bc17-5,00c39a8b3857f16fd59ebd91ed13d68a1aed4d8b,2021
001bd1d8b04d5c20d9f4f4860146d43de445bc17-5,00e70c97afd1af0b70e1fc6480d05a9d55a75413,2020
002050388cdb39d6413ce48230496e8ccc08df04-1,0039e77f1a6de8f375b9c57417201957471ea121,2021
002050388cdb39d6413ce48230496e8ccc08df04-1,00bb7f29057d30892f84cc01a96301b688fcdef8,2021
002050388cdb39d6413ce48230496e8ccc08df04-1,00c563820989ba36393a889743a97bcedf47dcd2,2020
002050388cdb39d6413ce48230496e8ccc08df04-2,0034c34af6a12c058c8ef12136758c8ee4d2f945,2021
002050388cdb39d6413ce48230496e8ccc08df04-3,00b3fc061b3600b9508480022556c9a76494dba4,2020
002050388cdb39d6413ce48230496e8ccc08df04-3,00016e315b39d20b69f041790573e2215f9eb028,2024
002050388cdb39d6413ce48230496e8ccc08df04-3,00227f73b6547b43d9f6c22e0136ab1fadb7036c,2024
002050388cdb39d6413ce48230496e8ccc08df04-4,01135d952acc731742fd20b9b2d4915c4c169950,2019
002050388cdb39d6413ce48230496e8ccc08df04-4,009b13bb48af9d33dbeb961f044133c7c21cec89,2021
00227f73b6547b43d9f6c22e0136ab1fadb7036c-1,008f2f675f9bf99f29ef7d3e8cdf4734cd9bb918,2019
00227f73b6547b43d9f6c22e0136ab1fadb7036c-2,01383cf064a9963054b5416c04cc421100656892,2024
00227f73b6547b43d9f6c22e0136ab1fadb7036c-2,00a653b045e7df3e93de9dc3cb0a186024ad1df0,2021
00227f73b6547b43d9f6c22e0136ab1fadb7036c-3,000cd7ac3435007cca292fc8f1bac86b7a066467,2023
00227f73b6547b43d9f6c22e0136ab1fadb7036c-3,0000d36f99f61d6768e7c21c46ce4350b41a6a89,2021
00227f73b6547b43d9f6c22e0136ab1fadb7036c-3,00314c680192fdf5e711e0d23c1f6d44cc89e65b,2023
00227f73b6547b43d9f6c22e0136ab1fadb7036c-4,009bce9910153fbd8729954c24c64cf7ee0f7c1b,2020
00227f73b6547b43d9f6c22e0136ab1fadb7036c-4,00a475e5f179857ad0d2d139d65183109b8c7dc4,2023
00227f73b6547b43d9f6c22e0136ab1fadb7036c-4,0027a5389929596cc4bd1d645104cd7d88588509,2020
00227f73b6547b43d9f6c22e0136ab1fadb7036c-5,00e3c0110f4d65897ec9e805a4429f4aa03cc6fe,2020
00227f73b6547b43d9f6c22e0136ab1fadb7036c-6,007d907ebb6183bb1891828afc6a7c3eeef00c87,2020
00227f73b6547b43d9f6c22e0136ab1fadb7036c-6,007617660cc0d33741a6b6603da6a1844714cbdf,2020
00240aaeb57dba9886d1a695176c97a17ad97885-1,00c2b76966cc18c09e865cf827fb4c7a3d294a6c,2023
00240aaeb57dba9886d1a695176c97a17ad97885-1,003a4314596654c9524e7e40cb75bf1991c6837a,2023
00240aaeb57dba9886d1a695176c97a17ad97885-1,00c39a8b3857f16fd59ebd91ed13d68a1aed4d8b,2024
00240aaeb57dba9886d1a695176c97a17ad97885-2,0056e636953cb016836b2c05f43a3d1d4f19880b,2020
00240aaeb57dba9886d1a695176c97a17ad97885-2,000f945179e9ffc0ad20fe695bcc992066d6d072,2022
00240aaeb57dba9886d1a695176c97a17ad97885-2,00196a9ef3e29d16a026e6fa69886e273c685cac,2022
00240aaeb57dba9886d1a695176c97a17ad97885-3,005b716759daadb580b472602f6167559aadc9c5,2022
00240aaeb57dba9886d1a695176c97a17ad97885-4,003a4314596654c9524e7e40cb75bf1991c6837a,2024
00240aaeb57dba9886d1a695176c97a17ad97885-4,002c19bc5e0040b8bb4dd0d7fcbd1760abbb8035,2023
00240aaeb57dba9886d1a695176c97a17ad97885-4,00a3e1c293f3c8dfc205f0094f4d971850a5d99c,2023
00240aaeb57dba9886d1a695176c97a17ad97885-5,00e34b7351b6f7104218a7a09ee22aedcc927d4b,2019
002523ab48c0a79567a275c5ba219e95e37d9cca-1,01195a0ceb2ca420405c96ebcabc7718c1e78ac8,2019
002523ab48c0a79567a275c5ba219e95e37d9cca-2,011961296d458fbf1d605e58f49497e7a8f6f011,2022
002523ab48c0a79567a275c5ba219e95e37d9cca-3,008eb1704c39eeee3efc8db2db53f24d74743e06,2024
002523ab48c0a79567a275c5ba219e95e37d9cca-3,006b89abc356c1c3bf2dfa35f47c0601c39dce38,2024
002523ab48c0a79567a275c5ba219e95e37d9cca-3,0014e3f6909edbbf8e4d417baf2b991ffbc2909e,2022
002523ab48c0a79567a275c5ba219e95e37d9cca-4,0055ac14fb41047107186e9174b2369e89f126b9,2023
002c19bc5e0040b8bb4dd0d7fcbd1760abbb8035-1,0069995f0be8f64d081b5c0bdd56d17f49ea5f25,2019
002c19bc5e0040b8bb4dd0d7fcbd1760abbb8035-1,0149c0f5b7985d17afc516d932dd17c4205fd4ba,2019
002c19bc5e0040b8bb4dd0d7fcbd1760abbb8035-1,008eb1704c39eeee3efc8db2db53f24d74743e06,2023
