paperId,authorId
00768f59dc45c197f4329a4d6287423dca22cdbf,143736701
007b0a33a13c085f7ba0a66d1b6b1f7fbace740e,2426181
007b0a33a13c085f7ba0a66d1b6b1f7fbace740e,2116388691
007b0a33a13c085f7ba0a66d1b6b1f7fbace740e,143882917
007b0a33a13c085f7ba0a66d1b6b1f7fbace740e,123064042
007b0a33a13c085f7ba0a66d1b6b1f7fbace740e,34820048
007b0a33a13c085f7ba0a66d1b6b1f7fbace740e,1752475
007b5590510ea92dddb5c43ea4df9c8bc068e15d,143628853
007f1a6d948cfc4cd838131ab18fac51b01f5275,145364912
007f1a6d948cfc4cd838131ab18fac51b01f5275,32041960
00801b7f0a13c5959773466b1ba9e5b18ea7c7d5,1396307944
00801b7f0a13c5959773466b1ba9e5b18ea7c7d5,2708759
00814de5c4a22fec6d7e6d161f006d9c59482278,16777650
00814de5c4a22fec6d7e6d161f006d9c59482278,2262881
00814de5c4a22fec6d7e6d161f006d9c59482278,144638626
0082dd304daa17951de672ecfbc17175da4c320e,2701127
0085bc8aa185ebb0fb18f55cc197c8d98232445d,1761581
0085bc8aa185ebb0fb18f55cc197c8d98232445d,145141931
0085bc8aa185ebb0fb18f55cc197c8d98232445d,39452145
008a06b6d99f30957947c2b0acf8f043db23fd75,1716323
008a06b6d99f30957947c2b0acf8f043db23fd75,143836892
008a0971b86645137102eebd63f8901638bf983c,2112851762
008a0971b86645137102eebd63f8901638bf983c,2285071262
008a0971b86645137102eebd63f8901638bf983c,2285880465
008eb1704c39eeee3efc8db2db53f24d74743e06,144018135
008eb1704c39eeee3efc8db2db53f24d74743e06,144142357
008eb1704c39eeee3efc8db2db53f24d74743e06,1770486
008f1cca4c576b11d42c9a4cba236c834e451523,38295334
008f1cca4c576b11d42c9a4cba236c834e451523,143634612
008f1cca4c576b11d42c9a4cba236c834e451523,2109336475
008f2f675f9bf99f29ef7d3e8cdf4734cd9bb918,1768181
008f51c5a995cf3d19bdcf2c7bb01648774daafb,50488319
008f51c5a995cf3d19bdcf2c7bb01648774daafb,2320954
008f8eb8cfbada33bedbcf794e725606b5a3a3e7,97213203
008f8eb8cfbada33bedbcf794e725606b5a3a3e7,2110851001
0090fe788feb3d56ee9bb1aaf83d51de71d8d3e6,144298043
0090fe788feb3d56ee9bb1aaf83d51de71d8d3e6,30909071
0090fe788feb3d56ee9bb1aaf83d51de71d8d3e6,39385532
0090fe788feb3d56ee9bb1aaf83d51de71d8d3e6,66315156
0092c1083e4fb679b288686d1dc8c9d83efef9bc,1785624
0092c1083e4fb679b288686d1dc8c9d83efef9bc,103873302
009687779428dcb8c32f3c930697a7c3f8de3d3b,2797013
0098b6f1bf31b12cdd0c24ef81050c3d2a39b0f5,1717963
009b13bb48af9d33dbeb961f044133c7c21cec89,1888102
009b13bb48af9d33dbeb961f044133c7c21cec89,1802998
009b13bb48af9d33dbeb961f044133c7c21cec89,2517740
009b13bb48af9d33dbeb961f044133c7c21cec89,2116328984
00a3e1c293f3c8dfc205f0094f4d971850a5d99c,143823506
00a3e1c293f3c8dfc205f0094f4d971850a5d99c,145495343
00a3e1c293f3c8dfc205f0094f4d971850a5d99c,144834571
00a653b045e7df3e93de9dc3cb0a186024ad1df0,145215783
00a9af382e2e28bdd25dddbb1cd64c1885a4fc93,98232539
00b0779034bc13da8f4eb18ed3d0c3466d759b91,1758755
00b0779034bc13da8f4eb18ed3d0c3466d759b91,2552303
00b0779034bc13da8f4eb18ed3d0c3466d759b91,144503029
00b0779034bc13da8f4eb18ed3d0c3466d759b91,1713968
00b5f8d132c6223e130622b4136e1090e943f238,3082187
00b5f8d132c6223e130622b4136e1090e943f238,2355912
00b5f8d132c6223e130622b4136e1090e943f238,3076734
00b6456d504cf5d782803091b9a2d460daa7da80,153316774
00b6456d504cf5d782803091b9a2d460daa7da80,120647490
00b6456d504cf5d782803091b9a2d460daa7da80,1418344043
00b6456d504cf5d782803091b9a2d460daa7da80,116879422
00b6456d504cf5d782803091b9a2d460daa7da80,70048683
00b6e7863d9ea0c81b2d5f61d019c32fc3456bc6,50053016
00b6e7863d9ea0c81b2d5f61d019c32fc3456bc6,1960450
00b6e7863d9ea0c81b2d5f61d019c32fc3456bc6,1767692
00b9b9bf5b07d6af71bef29c48a35b948cc12255,1757996
00b9b9bf5b07d6af71bef29c48a35b948cc12255,2534790
00b9b9bf5b07d6af71bef29c48a35b948cc12255,2295803
00b9b9bf5b07d6af71bef29c48a35b948cc12255,2625702
00b9b9bf5b07d6af71bef29c48a35b948cc12255,143989442
00ba98cf43f53a8e9e61b8895a7ca302900e6d7e,144609251
00ba98cf43f53a8e9e61b8895a7ca302900e6d7e,3007154
00ba98cf43f53a8e9e61b8895a7ca302900e6d7e,9808011
00ba98cf43f53a8e9e61b8895a7ca302900e6d7e,1717955
00bb7f29057d30892f84cc01a96301b688fcdef8,2550618
00bb7f29057d30892f84cc01a96301b688fcdef8,145910180
00bb7f29057d30892f84cc01a96301b688fcdef8,34772704
00bc00b24b901559bb1cad66c4bf354808b1d923,2075376111
00bc00b24b901559bb1cad66c4bf354808b1d923,2249589263
00bc00b24b901559bb1cad66c4bf354808b1d923,2249588356
00c05c5f00a88ca00e8704c2ce2010ac0667a924,34905047
00c28df4baa4eea232026dafe8bf8cd800a9110a,3015476
00c28df4baa4eea232026dafe8bf8cd800a9110a,2095003529
00c39a8b3857f16fd59ebd91ed13d68a1aed4d8b,1725157
00c39a8b3857f16fd59ebd91ed13d68a1aed4d8b,145341374
00c5cf4399df8efa1179915c36088a99eb26f281,145269008
00c723c32a69c2a326d55c618694d5d1038da688,1726792
00c723c32a69c2a326d55c618694d5d1038da688,25894913
00c723c32a69c2a326d55c618694d5d1038da688,3258951
00c723c32a69c2a326d55c618694d5d1038da688,11330123
00c92bd26958dbc085eb4bbc72aa3d34f92e32c7,32691087
00c92bd26958dbc085eb4bbc72aa3d34f92e32c7,2836331
00c92bd26958dbc085eb4bbc72aa3d34f92e32c7,144527006
00c92bd26958dbc085eb4bbc72aa3d34f92e32c7,144385660
00cdd54e6cc5cb616df26a32d8e709b67de52739,1732285
00d669ea812b93429bb59d00e3cbedee42d4efb1,52367308
00d669ea812b93429bb59d00e3cbedee42d4efb1,2507796
00d669ea812b93429bb59d00e3cbedee42d4efb1,52615500
00dc5c4cb64d6bd66ba091b2bdbd7baa189a3ced,1690633
00e2b0f9bcdfa52fbf68a959f9daa8a5ba23bba8,144163068
00e3c0110f4d65897ec9e805a4429f4aa03cc6fe,3210937
00e3e4cfdba66226403368edd30df8032c9802f0,1681530
00e422bdc76b82514d66675dcac8da0493352a8e,145190435
00e422bdc76b82514d66675dcac8da0493352a8e,3122645
00e422bdc76b82514d66675dcac8da0493352a8e,1773778
00e422bdc76b82514d66675dcac8da0493352a8e,2059043
00e70c97afd1af0b70e1fc6480d05a9d55a75413,2871176
00e7411e4c52e499e01bde5072eb07940d162ad7,27011207
00e7411e4c52e499e01bde5072eb07940d162ad7,2607684
00e7411e4c52e499e01bde5072eb07940d162ad7,145215033
0000d36f99f61d6768e7c21c46ce4350b41a6a89,1686360
0000d36f99f61d6768e7c21c46ce4350b41a6a89,1692152
0006b5336a56fa671de83fddc17d7165e1a0d637,1741196
000f945179e9ffc0ad20fe695bcc992066d6d072,35327641
000f945179e9ffc0ad20fe695bcc992066d6d072,35510243
00192a8dd9dd623047210e2bd23c87734cf65fe1,1741158
00192a8dd9dd623047210e2bd23c87734cf65fe1,1682406
00192a8dd9dd623047210e2bd23c87734cf65fe1,1785690
0022282d20f3c507fba576062c6c58c02dd4c8f7,145635430
0022282d20f3c507fba576062c6c58c02dd4c8f7,1400943991
0022282d20f3c507fba576062c6c58c02dd4c8f7,33199546
00250fc7fe665bdb5af3e895a18d1c94db3a7c8e,1703204
00250fc7fe665bdb5af3e895a18d1c94db3a7c8e,2787942
00250fc7fe665bdb5af3e895a18d1c94db3a7c8e,1398348791
0027a5389929596cc4bd1d645104cd7d88588509,1683556
0034c34af6a12c058c8ef12136758c8ee4d2f945,1760085
0034c34af6a12c058c8ef12136758c8ee4d2f945,1759803
003d1994ad51db685cdb7f98063edb3a53816bb7,1978719
0047798ed5bbb87084440d31345ae318e1e3a1b4,48691553
0047798ed5bbb87084440d31345ae318e1e3a1b4,1932524
0047798ed5bbb87084440d31345ae318e1e3a1b4,1736546
00554b24a42a74ce45d041d3ace268d3fe3eb77a,1832291
00554b24a42a74ce45d041d3ace268d3fe3eb77a,144971290
00554b24a42a74ce45d041d3ace268d3fe3eb77a,2173160556
005783454d128bc45ab86000efc78d5676ece1b1,1703130
005f0f6d796e1856b373e2116bdbffa719d12fbd,2109434985
005f0f6d796e1856b373e2116bdbffa719d12fbd,71064586
005f0f6d796e1856b373e2116bdbffa719d12fbd,2108105012
006707fad29166a3426fbb654d842c6d9292a771,83360169
006707fad29166a3426fbb654d842c6d9292a771,2117904339
0067258937f69e4cc4371a924134189074be8d93,1411043056
0067258937f69e4cc4371a924134189074be8d93,145647476
0067258937f69e4cc4371a924134189074be8d93,145080425
0067258937f69e4cc4371a924134189074be8d93,1682878
006b89abc356c1c3bf2dfa35f47c0601c39dce38,2285291156
006bf046e6c27d882bae79688004c4c4f4781a0f,31323598
007098d098b83163f76d17b75fb47f2eec43fd2d,2474096
007098d098b83163f76d17b75fb47f2eec43fd2d,4383002
007098d098b83163f76d17b75fb47f2eec43fd2d,47692442
007098d098b83163f76d17b75fb47f2eec43fd2d,145708964
007098d098b83163f76d17b75fb47f2eec43fd2d,1393291803
007098d098b83163f76d17b75fb47f2eec43fd2d,145536002
007098d098b83163f76d17b75fb47f2eec43fd2d,1916288
007098d098b83163f76d17b75fb47f2eec43fd2d,2109847248
007098d098b83163f76d17b75fb47f2eec43fd2d,2109448525
007098d098b83163f76d17b75fb47f2eec43fd2d,7144057
007098d098b83163f76d17b75fb47f2eec43fd2d,1849436
007098d098b83163f76d17b75fb47f2eec43fd2d,21744050
00729e81a3c5d5ca1f7c57751cc6664da5450c76,145717652
00729e81a3c5d5ca1f7c57751cc6664da5450c76,1734200
00729e81a3c5d5ca1f7c57751cc6664da5450c76,33049010
00735bf6a1ad14a343650e7a4b6661eda04ddd60,48792798
00735bf6a1ad14a343650e7a4b6661eda04ddd60,143934203
00735bf6a1ad14a343650e7a4b6661eda04ddd60,35223271
0075dfdbd25dce1fd545d2ece39476a3a6dee5da,2787508
007d907ebb6183bb1891828afc6a7c3eeef00c87,47489005
007d907ebb6183bb1891828afc6a7c3eeef00c87,26591876
00811cc3b808295db2c7a184c2a8da1d66d17e23,145794456
00811cc3b808295db2c7a184c2a8da1d66d17e23,3438088
00811cc3b808295db2c7a184c2a8da1d66d17e23,1743133
00811cc3b808295db2c7a184c2a8da1d66d17e23,1748676
00811cc3b808295db2c7a184c2a8da1d66d17e23,1684379
00811cc3b808295db2c7a184c2a8da1d66d17e23,1708081
0083bf90c49c5f48d52ce309c4ddc7f4f9782b15,145188857
0091346f761e451761f48eadd304bd3fb8a4126e,145553355
0091346f761e451761f48eadd304bd3fb8a4126e,49401455
00967c22396abfb895868323ab720c28b837b4be,2235792
00975a7f3bc8bfb0a694117c07ccb7324333014f,144463965
00975a7f3bc8bfb0a694117c07ccb7324333014f,22134418
009bce9910153fbd8729954c24c64cf7ee0f7c1b,1798269
009bce9910153fbd8729954c24c64cf7ee0f7c1b,1797654
009bce9910153fbd8729954c24c64cf7ee0f7c1b,1800404
009bce9910153fbd8729954c24c64cf7ee0f7c1b,48077877
009bce9910153fbd8729954c24c64cf7ee0f7c1b,1731012
009bce9910153fbd8729954c24c64cf7ee0f7c1b,2176433
009eb31338512d9ca6ffde4062f0443f94b61fd1,1684457
00a0914dcd260804109cc05aef17830c371a1f27,1982649
00a0914dcd260804109cc05aef17830c371a1f27,1743835
00a427715f49105b001ba242ad0e36b570c6d5db,2324949
00a427715f49105b001ba242ad0e36b570c6d5db,145064289
00a427715f49105b001ba242ad0e36b570c6d5db,36604738
00a427715f49105b001ba242ad0e36b570c6d5db,144508067
00a427715f49105b001ba242ad0e36b570c6d5db,2584469
00a427715f49105b001ba242ad0e36b570c6d5db,2558631
00a427715f49105b001ba242ad0e36b570c6d5db,2105361
00a427715f49105b001ba242ad0e36b570c6d5db,2977596
00a427715f49105b001ba242ad0e36b570c6d5db,1906922
00a427715f49105b001ba242ad0e36b570c6d5db,3058439
00a427715f49105b001ba242ad0e36b570c6d5db,90643212
00a427715f49105b001ba242ad0e36b570c6d5db,1873312
00a475e5f179857ad0d2d139d65183109b8c7dc4,2283085
00a475e5f179857ad0d2d139d65183109b8c7dc4,31938009
00a475e5f179857ad0d2d139d65183109b8c7dc4,144823759
00ad2477dc6e9223507654688f088ba35a29a653,2304487
00ad2477dc6e9223507654688f088ba35a29a653,47531065
00ad2477dc6e9223507654688f088ba35a29a653,144989167
00ada6a5c6607c63b7e060d040ddee120d5107ee,1598458883
00ada6a5c6607c63b7e060d040ddee120d5107ee,1744394
00b3fc061b3600b9508480022556c9a76494dba4,72091723
00b3fc061b3600b9508480022556c9a76494dba4,1394765173
00b3fc061b3600b9508480022556c9a76494dba4,7296001
00b3fc061b3600b9508480022556c9a76494dba4,2165805082
00b3fc061b3600b9508480022556c9a76494dba4,7855312
00b3fc061b3600b9508480022556c9a76494dba4,3087532
00b42b3d8e4417399b06d547f4c46030f332c9be,144146894
00b42b3d8e4417399b06d547f4c46030f332c9be,119803948
00bc156bac2b39fab1689fe047b23c9f216d7f29,2059187518
00bc156bac2b39fab1689fe047b23c9f216d7f29,73529582
00bc156bac2b39fab1689fe047b23c9f216d7f29,144179343
00bc156bac2b39fab1689fe047b23c9f216d7f29,2368474
00bc156bac2b39fab1689fe047b23c9f216d7f29,3205754
00bc156bac2b39fab1689fe047b23c9f216d7f29,34806045
00bc156bac2b39fab1689fe047b23c9f216d7f29,3390886
00bc156bac2b39fab1689fe047b23c9f216d7f29,46481106
00bc156bac2b39fab1689fe047b23c9f216d7f29,2126316
00bc156bac2b39fab1689fe047b23c9f216d7f29,144376619
00bc156bac2b39fab1689fe047b23c9f216d7f29,2044477
00bc156bac2b39fab1689fe047b23c9f216d7f29,1776968
00bc156bac2b39fab1689fe047b23c9f216d7f29,145388224
00bcec142c7d49ba269f65ba1463e2e226fdf545,145009388
00c2b76966cc18c09e865cf827fb4c7a3d294a6c,1713567
00c53bf5f1a48b64ee809cad8acc933d43234b9c,2806064
00c53bf5f1a48b64ee809cad8acc933d43234b9c,21790176
00c563820989ba36393a889743a97bcedf47dcd2,1679752
00c9c8a970574dd80617c4d63493567d45f87888,1751233
00c9c8a970574dd80617c4d63493567d45f87888,143966331
00cb8781b1c991659b9ba6e525eaadf13fe8f359,2865522
00cb8781b1c991659b9ba6e525eaadf13fe8f359,2040141
00cb8781b1c991659b9ba6e525eaadf13fe8f359,40116646
00cb8781b1c991659b9ba6e525eaadf13fe8f359,47874492
00cb8781b1c991659b9ba6e525eaadf13fe8f359,96609713
00cb8781b1c991659b9ba6e525eaadf13fe8f359,47682882
00d3c2608f64f432f21a7749b9c674c94170d17e,1809270
00d3c2608f64f432f21a7749b9c674c94170d17e,2316077
00d751c11cf2390626d051bcbda4a70cb9355a38,2957924
00d751c11cf2390626d051bcbda4a70cb9355a38,2293098
00d751c11cf2390626d051bcbda4a70cb9355a38,144796684
00d76f20f303c6829e23a4a9bfb9af4af3871c0c,34440628
00d76f20f303c6829e23a4a9bfb9af4af3871c0c,30956207
00d76f20f303c6829e23a4a9bfb9af4af3871c0c,2058161182
00ddb10417f77b54ea9ba38c35dcc3310a08aa34,3320620
00ddb10417f77b54ea9ba38c35dcc3310a08aa34,1718571
00ddb10417f77b54ea9ba38c35dcc3310a08aa34,1938133
00e26133551f152f4c8913c5442238d30a63ef79,38534019
00e26133551f152f4c8913c5442238d30a63ef79,2412024
00e26133551f152f4c8913c5442238d30a63ef79,70205847
00e346f93fe1eda00ce990a13a8ea8ba66bfc37b,1800120
00e346f93fe1eda00ce990a13a8ea8ba66bfc37b,1680306
00e346f93fe1eda00ce990a13a8ea8ba66bfc37b,1702008
00e346f93fe1eda00ce990a13a8ea8ba66bfc37b,48288926
00e34b7351b6f7104218a7a09ee22aedcc927d4b,2919717
00e34b7351b6f7104218a7a09ee22aedcc927d4b,1743774
00e34b7351b6f7104218a7a09ee22aedcc927d4b,1726425
00e65d86d2b4600508d3f76a940da7a36cee04a9,1716650
